Country,Category,ForeignInvestment,Date,FinancialYear
China,Agriculture and Forestry,35,2014,2013-2014
China,Agriculture and Forestry,35,2014,2013-2014
China,Agriculture and Forestry,35,2014,2013-2014
France,Agriculture and Forestry,15,2014,2013-2014
Germany,Agriculture and Forestry,20,2014,2013-2014
China,Agriculture and Forestry,20,2014,2013-2014
China,Agriculture and Forestry,30,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
China,Agriculture and Forestry,35,2014,2013-2014
France,Agriculture and Forestry,9.8,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
Finland,Agriculture and Forestry,10,2014,2013-2014
Finland,Agriculture and Forestry,10,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
Japan,Agriculture and Forestry,5,2014,2013-2014
S. Korea,Agriculture and Forestry,14,2014,2013-2014
China,Agriculture and Forestry,5,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
China,Agriculture and Forestry,25,2014,2013-2014
China,Agriculture and Forestry,17,2014,2013-2014
China,Agriculture and Forestry,30,2014,2013-2014
China,Agriculture and Forestry,29,2014,2013-2014
S. Korea,Agriculture and Forestry,15,2014,2013-2014
China,Agriculture and Forestry,10,2014,2013-2014
USA,Agriculture and Forestry,20,2014,2013-2014
India,Energy,5244.53,2014,2013-2014
USA,Energy,10,2014,2013-2014
India,Energy,100,2014,2013-2014
Japan,Energy,122.5,2014,2013-2014
India,Energy,600,2014,2013-2014
China,Energy,4080,2014,2013-2014
China,Energy,126,2014,2013-2014
CookIsland,Energy,666.66,2014,2013-2014
USA,Energy,206.97,2014,2013-2014
China,Energy,30,2014,2013-2014
Japan,Manufacturing,5,2014,2013-2014
BritishVirginIsland,Manufacturing,240,2014,2013-2014
China,Manufacturing,10,2014,2013-2014
Italy,Manufacturing,5,2014,2013-2014
China,Manufacturing,35,2014,2013-2014
Pakistan,Manufacturing,9,2014,2013-2014
China,Manufacturing,200,2014,2013-2014
India,Manufacturing,30,2014,2013-2014
USA,Manufacturing,5,2014,2013-2014
China,Manufacturing,30,2014,2013-2014
China,Manufacturing,25,2014,2013-2014
India,Manufacturing,49,2014,2013-2014
Singapore,Manufacturing,150,2014,2013-2014
Tajikistan,Manufacturing,20,2014,2013-2014
USA,Manufacturing,26,2014,2013-2014
USA,Manufacturing,5.3,2014,2013-2014
China,Manufacturing,35,2014,2013-2014
China,Manufacturing,70,2014,2013-2014
USA,Manufacturing,20,2014,2013-2014
China,Manufacturing,90,2014,2013-2014
S. Korea,Manufacturing,10,2014,2013-2014
Bahrain,Manufacturing,15.66,2014,2013-2014
India,Manufacturing,240,2014,2013-2014
Japan,Manufacturing,30,2014,2013-2014
China,Manufacturing,30,2014,2013-2014
Azerbaijan,Manufacturing,15,2014,2013-2014
China,Manufacturing,25,2014,2013-2014
Belgium,Manufacturing,25,2014,2013-2014
China,Manufacturing,15,2014,2013-2014
China,Manufacturing,20,2014,2013-2014
China,Manufacturing,30,2014,2013-2014
China,Manufacturing,40,2014,2013-2014
China,Manufacturing,9.5,2014,2013-2014
China,Manufacturing,25,2014,2013-2014
France,Manufacturing,5,2014,2013-2014
France,Manufacturing,5,2014,2013-2014
India,Manufacturing,66.24,2014,2013-2014
China,Manufacturing,5,2014,2013-2014
China,Manufacturing,25,2014,2013-2014
China,Manufacturing,25,2014,2013-2014
Singapore,Manufacturing,44.1,2014,2013-2014
Lithuania,Manufacturing,5,2014,2013-2014
China,Manufacturing,77.44,2014,2013-2014
Japan,Manufacturing,5,2014,2013-2014
India,Mines and Minerals,56.25,2014,2013-2014
India,Mines and Minerals,12,2014,2013-2014
India,Mines and Minerals,4.2,2014,2013-2014
India,Mines and Minerals,4.48,2014,2013-2014
India,Mines and Minerals,4.48,2014,2013-2014
China,Mines and Minerals,30,2014,2013-2014
China,Mines and Minerals,50,2014,2013-2014
China,Mines and Minerals,50,2014,2013-2014
China,Mines and Minerals,30,2014,2013-2014
China,Mines and Minerals,20,2014,2013-2014
China,Mines and Minerals,20,2014,2013-2014
Japan,Service,20,2014,2013-2014
China,Service,20.5,2014,2013-2014
Malaysia,Service,5,2014,2013-2014
India,Service,5,2014,2013-2014
S. Korea,Service,6,2014,2013-2014
Mauritius,Service,5,2014,2013-2014
S. Korea,Service,5,2014,2013-2014
India,Service,9,2014,2013-2014
Turkey,Service,15,2014,2013-2014
China,Service,25,2014,2013-2014
USA,Service,5,2014,2013-2014
Bangladesh,Service,25,2014,2013-2014
China,Service,5,2014,2013-2014
India,Service,12.65,2014,2013-2014
Pakistan,Service,15,2014,2013-2014
Israel,Service,24.5,2014,2013-2014
China,Service,10,2014,2013-2014
China,Service,35,2014,2013-2014
China,Service,10,2014,2013-2014
Norway,Service,5,2014,2013-2014
S. Korea,Service,1800,2014,2013-2014
Japan,Service,9.9,2014,2013-2014
Japan,Service,15,2014,2013-2014
China,Service,5,2014,2013-2014
India,Service,30,2014,2013-2014
China,Service,35,2014,2013-2014
USA,Service,30,2014,2013-2014
S. Korea,Service,15,2014,2013-2014
China,Service,35,2014,2013-2014
Cyprus,Service,5.5,2014,2013-2014
UK,Service,15,2014,2013-2014
China,Service,15,2014,2013-2014
UK,Service,5.1,2014,2013-2014
Ukraine,Service,5,2014,2013-2014
UK,Service,5,2014,2013-2014
China,Service,35,2014,2013-2014
Japan,Service,10,2014,2013-2014
Germany,Service,28.5,2014,2013-2014
China,Service,5,2014,2013-2014
Kazakhstan,Service,5,2014,2013-2014
China,Service,35,2014,2013-2014
Malaysia,Service,5,2014,2013-2014
China,Service,1000,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
Bangladesh,Service,25,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
China,Service,35,2014,2013-2014
India,Service,5,2014,2013-2014
Netherlands,Service,5,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
China,Service,20,2014,2013-2014
France,Service,5,2014,2013-2014
UAE,Service,5.25,2014,2013-2014
Japan,Service,10,2014,2013-2014
China,Service,10,2014,2013-2014
China,Service,5,2014,2013-2014
Malaysia,Service,9.5,2014,2013-2014
China,Service,25,2014,2013-2014
China,Service,25,2014,2013-2014
USA,Service,8.34,2014,2013-2014
USA,Service,5,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
China,Service,20,2014,2013-2014
China,Service,25,2014,2013-2014
China,Service,25,2014,2013-2014
China,Service,30,2014,2013-2014
China,Service,25,2014,2013-2014
Switzerland,Service,25,2014,2013-2014
UK,Service,10,2014,2013-2014
Philippines,Service,5,2014,2013-2014
UK,Service,10,2014,2013-2014
Malaysia,Service,10,2014,2013-2014
UK,Service,15,2014,2013-2014
Pakistan,Service,10,2014,2013-2014
China,Service,25,2014,2013-2014
China,Service,25,2014,2013-2014
S. Korea,Service,5,2014,2013-2014
USA,Service,35,2014,2013-2014
NewZealand,Service,10,2014,2013-2014
Denmark,Service,5,2014,2013-2014
USA,Service,15,2014,2013-2014
Australia,Service,5,2014,2013-2014
S. Korea,Service,40,2014,2013-2014
China,Service,25,2014,2013-2014
China,Service,20,2014,2013-2014
China,Service,25,2014,2013-2014
USA,Service,5,2014,2013-2014
China,Service,22.2,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
China,Service,21,2014,2013-2014
UK,Service,5.04,2014,2013-2014
S. Korea,Service,10,2014,2013-2014
UK,Service,5.04,2014,2013-2014
Bangladesh,Service,52.53,2014,2013-2014
China,Service,25,2014,2013-2014
India,Service,26,2014,2013-2014
China,Service,25,2014,2013-2014
USA,Service,10,2014,2013-2014
USA,Service,5,2014,2013-2014
USA,Service,5,2014,2013-2014
India,Service,5,2014,2013-2014
Germany,Service,94.2,2014,2013-2014
India,Service,5,2014,2013-2014
India,Service,16,2014,2013-2014
USA,Service,5,2014,2013-2014
China,Service,25,2014,2013-2014
Mexico,Tourism,5,2014,2013-2014
China,Tourism,59,2014,2013-2014
Australia,Tourism,24.5,2014,2013-2014
S. Africa,Tourism,10,2014,2013-2014
Italy,Tourism,22.95,2014,2013-2014
France,Tourism,5.6,2014,2013-2014
UK,Tourism,20,2014,2013-2014
Russia,Tourism,20,2014,2013-2014
Japan,Tourism,60,2014,2013-2014
Slovakia,Tourism,5,2014,2013-2014
Turkey,Tourism,15,2014,2013-2014
S. Korea,Tourism,10,2014,2013-2014
China,Tourism,35,2014,2013-2014
Argentina,Tourism,10.01,2014,2013-2014
Finland,Tourism,5,2014,2013-2014
Czech Republic,Tourism,5.39,2014,2013-2014
Finland,Tourism,6,2014,2013-2014
Iran,Tourism,5,2014,2013-2014
Syria,Tourism,11,2014,2013-2014
Japan,Tourism,5,2014,2013-2014
Qatar,Tourism,9.7,2014,2013-2014
USA,Tourism,5.3,2014,2013-2014
China,Tourism,5,2014,2013-2014
China,Tourism,50,2014,2013-2014
China,Tourism,10,2014,2013-2014
China,Tourism,7,2014,2013-2014
S. Korea,Tourism,5,2014,2013-2014
China,Tourism,5.5,2014,2013-2014
China,Tourism,40,2014,2013-2014
China,Tourism,5,2014,2013-2014
China,Tourism,20,2014,2013-2014
Syria,Tourism,5,2014,2013-2014
China,Tourism,10,2014,2013-2014
France,Tourism,5,2014,2013-2014
UK,Tourism,8.42,2014,2013-2014
China,Tourism,10,2014,2013-2014
China,Tourism,10,2014,2013-2014
S. Korea,Tourism,5,2014,2013-2014
Russia,Tourism,10,2014,2013-2014
USA,Tourism,1.8,2014,2013-2014
USA,Tourism,5,2014,2013-2014
UK,Tourism,25,2014,2013-2014
China,Tourism,5,2014,2013-2014
China,Tourism,25,2014,2013-2014
S. Korea,Tourism,15,2014,2013-2014
China,Tourism,20,2014,2013-2014
Japan,Tourism,5,2014,2013-2014
USA,Tourism,7.5,2014,2013-2014
Italy,Tourism,5,2014,2013-2014
China,Tourism,10,2014,2013-2014
USA,Tourism,5,2014,2013-2014
Malaysia,Tourism,25,2014,2013-2014
Australia,Tourism,10,2014,2013-2014
Spain,Tourism,10,2014,2013-2014
USA,Tourism,15,2014,2013-2014
China,Tourism,45,2014,2013-2014
China,Tourism,30,2014,2013-2014
China,Tourism,12.5,2014,2013-2014
China,Tourism,25,2014,2013-2014
China,Tourism,40,2014,2013-2014
India,Tourism,16,2014,2013-2014
Bangladesh,Tourism,5,2014,2013-2014
Ireland,Tourism,15,2014,2013-2014
S. Korea,Tourism,5,2014,2013-2014
Bangladesh,Tourism,5,2014,2013-2014
China,Tourism,10,2014,2013-2014
China,Tourism,5,2014,2013-2014
China,Tourism,10,2014,2013-2014
Malaysia,Tourism,20,2014,2013-2014
China,Tourism,30,2014,2013-2014
Philippines,Tourism,20,2014,2013-2014
Japan,Tourism,15,2014,2013-2014
Bangladesh,Tourism,20,2014,2013-2014
China,Tourism,5,2014,2013-2014
Malaysia,Tourism,30,2014,2013-2014
Russia,Tourism,15,2014,2013-2014
Singapore,Tourism,23.4,2014,2013-2014
S. Korea,Tourism,10,2014,2013-2014
USA,Tourism,25,2014,2013-2014
Japan,Tourism,5,2014,2013-2014
China,Tourism,25,2014,2013-2014
Malaysia,Tourism,20,2014,2013-2014
China,Tourism,40,2014,2013-2014
Switzerland,Tourism,5,2014,2013-2014
China,Tourism,5,2014,2013-2014
Belarus,Tourism,5,2014,2013-2014
China,Tourism,5,2014,2013-2014
China,Agriculture and Forestry,25,2015,2014-2015
USA,Agriculture and Forestry,20,2015,2014-2015
Uzbekistan,Agriculture and Forestry,30,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
Japan,Agriculture and Forestry,5,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
China,Agriculture and Forestry,33.5,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
S. Korea,Agriculture and Forestry,10,2015,2014-2015
China,Agriculture and Forestry,30,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
Russia,Agriculture and Forestry,10,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
France,Agriculture and Forestry,5.88,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
China,Agriculture and Forestry,35,2015,2014-2015
Australia,Agriculture and Forestry,5,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
China,Agriculture and Forestry,30,2015,2014-2015
USA,Agriculture and Forestry,5,2015,2014-2015
Japan,Agriculture and Forestry,10,2015,2014-2015
Canada,Agriculture and Forestry,20,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
Russia,Agriculture and Forestry,30,2015,2014-2015
Singapore,Agriculture and Forestry,20.5,2015,2014-2015
France,Agriculture and Forestry,30,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
BritishVirginIsland,Agriculture and Forestry,25,2015,2014-2015
Netherlands,Agriculture and Forestry,5,2015,2014-2015
China,Agriculture and Forestry,25,2015,2014-2015
China,Agriculture and Forestry,10.5,2015,2014-2015
NewZealand,Agriculture and Forestry,10,2015,2014-2015
Spain,Agriculture and Forestry,40,2015,2014-2015
Canada,Agriculture and Forestry,5.5,2015,2014-2015
S. Korea,Agriculture and Forestry,10,2015,2014-2015
Norway,Agriculture and Forestry,5,2015,2014-2015
NewZealand,Agriculture and Forestry,5,2015,2014-2015
S. Korea,Agriculture and Forestry,10,2015,2014-2015
S. Korea,Agriculture and Forestry,5,2015,2014-2015
China,Construction,100,2015,2014-2015
India,Energy,33685.28,2015,2014-2015
S. Korea,Energy,24,2015,2014-2015
India,Energy,47.5,2015,2014-2015
China,Energy,20240,2015,2014-2015
Finland,Energy,290.33,2015,2014-2015
India,Manufacturing,14.05,2015,2014-2015
India,Manufacturing,30,2015,2014-2015
India,Manufacturing,9.8,2015,2014-2015
USA,Manufacturing,5,2015,2014-2015
Japan,Manufacturing,5,2015,2014-2015
S. Korea,Manufacturing,33.6,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
Ukraine,Manufacturing,5,2015,2014-2015
India,Manufacturing,10,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
China,Manufacturing,29,2015,2014-2015
India,Manufacturing,111.16,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
China,Manufacturing,15.05,2015,2014-2015
S. Korea,Manufacturing,20,2015,2014-2015
China,Manufacturing,15,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
UAE,Manufacturing,24,2015,2014-2015
Russia,Manufacturing,15,2015,2014-2015
Netherlands,Manufacturing,9,2015,2014-2015
India,Manufacturing,10,2015,2014-2015
Swaziland,Manufacturing,45,2015,2014-2015
Singapore,Manufacturing,35,2015,2014-2015
Turkey,Manufacturing,20,2015,2014-2015
Turkey,Manufacturing,20,2015,2014-2015
Japan,Manufacturing,20,2015,2014-2015
China,Manufacturing,44.37,2015,2014-2015
China,Manufacturing,6,2015,2014-2015
UK,Manufacturing,10,2015,2014-2015
Japan,Manufacturing,100,2015,2014-2015
Italy,Manufacturing,10,2015,2014-2015
Japan,Manufacturing,10,2015,2014-2015
Japan,Manufacturing,10,2015,2014-2015
Netherlands,Manufacturing,11.36,2015,2014-2015
Canada,Manufacturing,5,2015,2014-2015
China,Manufacturing,550,2015,2014-2015
S. Korea,Manufacturing,10,2015,2014-2015
NewZealand,Manufacturing,15.2,2015,2014-2015
India,Manufacturing,10,2015,2014-2015
India,Manufacturing,5,2015,2014-2015
China,Manufacturing,40,2015,2014-2015
China,Manufacturing,120,2015,2014-2015
India,Manufacturing,10,2015,2014-2015
China,Manufacturing,30,2015,2014-2015
USA,Manufacturing,20,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
Switzerland,Manufacturing,7.5,2015,2014-2015
China,Manufacturing,28,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
China,Manufacturing,25,2015,2014-2015
Mauritius,Manufacturing,8,2015,2014-2015
China,Manufacturing,42.63,2015,2014-2015
France,Manufacturing,5,2015,2014-2015
China,Manufacturing,120,2015,2014-2015
USA,Manufacturing,20,2015,2014-2015
Germany,Manufacturing,5,2015,2014-2015
India,Manufacturing,5,2015,2014-2015
China,Manufacturing,15,2015,2014-2015
India,Mines and Minerals,10,2015,2014-2015
China,Mines and Minerals,30,2015,2014-2015
India,Mines and Minerals,10,2015,2014-2015
China,Mines and Minerals,40,2015,2014-2015
China,Mines and Minerals,50,2015,2014-2015
India,Mines and Minerals,50,2015,2014-2015
India,Service,311.85,2015,2014-2015
UK,Service,9.38,2015,2014-2015
UK,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
Malaysia,Service,10,2015,2014-2015
USA,Service,8.86,2015,2014-2015
Germany,Service,20,2015,2014-2015
UK,Service,10,2015,2014-2015
China,Service,20,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,12.5,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,10,2015,2014-2015
Denmark,Service,69.99,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
USA,Service,10,2015,2014-2015
India,Service,14,2015,2014-2015
Turkey,Service,10,2015,2014-2015
USA,Service,20,2015,2014-2015
China,Service,30,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,20,2015,2014-2015
China,Service,25,2015,2014-2015
Pakistan,Service,35,2015,2014-2015
USA,Service,5,2015,2014-2015
Netherlands,Service,7.86,2015,2014-2015
USA,Service,20,2015,2014-2015
China,Service,10,2015,2014-2015
S. Africa,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,5,2015,2014-2015
Turkey,Service,1000,2015,2014-2015
China,Service,25,2015,2014-2015
Netherlands,Service,5,2015,2014-2015
USA,Service,10,2015,2014-2015
China,Service,10,2015,2014-2015
Netherlands,Service,3,2015,2014-2015
China,Service,30,2015,2014-2015
Swaziland,Service,100,2015,2014-2015
China,Service,15,2015,2014-2015
China,Service,25,2015,2014-2015
USA,Service,5,2015,2014-2015
China,Service,5,2015,2014-2015
China,Service,20,2015,2014-2015
India,Service,35,2015,2014-2015
China,Service,25,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
Russia,Service,25,2015,2014-2015
Switzerland,Service,37.06,2015,2014-2015
China,Service,15,2015,2014-2015
UK,Service,8.2,2015,2014-2015
USA,Service,7,2015,2014-2015
USA,Service,215,2015,2014-2015
Bangladesh,Service,5.1,2015,2014-2015
China,Service,25,2015,2014-2015
S. Korea,Service,6,2015,2014-2015
USA,Service,5,2015,2014-2015
India,Service,25.5,2015,2014-2015
Malaysia,Service,10,2015,2014-2015
BritishVirginIsland,Service,2008.44,2015,2014-2015
USA,Service,5,2015,2014-2015
India,Service,50,2015,2014-2015
China,Service,7.7,2015,2014-2015
China,Service,25,2015,2014-2015
Japan,Service,10,2015,2014-2015
China,Service,24.01,2015,2014-2015
China,Service,45,2015,2014-2015
Netherlands,Service,5,2015,2014-2015
China,Service,0,2015,2014-2015
China,Service,25,2015,2014-2015
USA,Service,5,2015,2014-2015
USA,Service,10,2015,2014-2015
China,Service,25,2015,2014-2015
S. Korea,Service,10,2015,2014-2015
China,Service,15,2015,2014-2015
Norway,Service,10,2015,2014-2015
USA,Service,10,2015,2014-2015
USA,Service,10,2015,2014-2015
China,Service,35,2015,2014-2015
China,Service,34.8,2015,2014-2015
China,Service,35,2015,2014-2015
China,Service,10,2015,2014-2015
S. Korea,Service,15,2015,2014-2015
China,Service,25,2015,2014-2015
Germany,Service,20,2015,2014-2015
USA,Service,5,2015,2014-2015
USA,Service,5,2015,2014-2015
China,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,7,2015,2014-2015
Iran,Service,10,2015,2014-2015
USA,Service,5,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
S. Korea,Service,10,2015,2014-2015
China,Service,30,2015,2014-2015
Israel,Service,5,2015,2014-2015
S. Korea,Service,15,2015,2014-2015
Japan,Service,5,2015,2014-2015
China,Service,20,2015,2014-2015
Malaysia,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
Pakistan,Service,10,2015,2014-2015
Australia,Service,10,2015,2014-2015
China,Service,20,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
Turkey,Service,20,2015,2014-2015
China,Service,5,2015,2014-2015
USA,Service,10,2015,2014-2015
China,Service,25,2015,2014-2015
Germany,Service,5,2015,2014-2015
China,Service,25,2015,2014-2015
Japan,Service,50,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
USA,Service,10,2015,2014-2015
S. Korea,Service,5,2015,2014-2015
Bangladesh,Service,10,2015,2014-2015
India,Service,40,2015,2014-2015
China,Service,9.5,2015,2014-2015
China,Service,9.5,2015,2014-2015
China,Service,25,2015,2014-2015
China,Service,40,2015,2014-2015
NewZealand,Service,10,2015,2014-2015
S. Korea,Tourism,5,2015,2014-2015
India,Tourism,1,2015,2014-2015
Bangladesh,Tourism,15,2015,2014-2015
France,Tourism,15,2015,2014-2015
China,Tourism,15,2015,2014-2015
China,Tourism,30,2015,2014-2015
Belgium,Tourism,9,2015,2014-2015
Malaysia,Tourism,5,2015,2014-2015
USA,Tourism,5,2015,2014-2015
China,Tourism,30,2015,2014-2015
Jordan,Tourism,12,2015,2014-2015
UK,Tourism,40,2015,2014-2015
China,Tourism,25,2015,2014-2015
France,Tourism,5,2015,2014-2015
China,Tourism,5,2015,2014-2015
China,Tourism,30,2015,2014-2015
Russia,Tourism,5,2015,2014-2015
China,Tourism,5,2015,2014-2015
Italy,Tourism,5,2015,2014-2015
China,Tourism,10,2015,2014-2015
USA,Tourism,5,2015,2014-2015
Bangladesh,Tourism,6.75,2015,2014-2015
China,Tourism,30,2015,2014-2015
China,Tourism,20,2015,2014-2015
Belgium,Tourism,46.8,2015,2014-2015
China,Tourism,30,2015,2014-2015
Syria,Tourism,5,2015,2014-2015
China,Tourism,7.5,2015,2014-2015
China,Tourism,5,2015,2014-2015
UK,Tourism,20,2015,2014-2015
Japan,Tourism,5,2015,2014-2015
China,Tourism,100,2015,2014-2015
China,Tourism,10,2015,2014-2015
S. Korea,Tourism,5,2015,2014-2015
China,Tourism,30,2015,2014-2015
Australia,Tourism,10,2015,2014-2015
Australia,Tourism,10,2015,2014-2015
China,Tourism,40,2015,2014-2015
UK,Tourism,5,2015,2014-2015
Ukraine,Tourism,25,2015,2014-2015
China,Tourism,25,2015,2014-2015
Denmark,Tourism,35,2015,2014-2015
Russia,Tourism,20,2015,2014-2015
NewZealand,Tourism,5,2015,2014-2015
France,Tourism,5,2015,2014-2015
China,Tourism,10.6,2015,2014-2015
China,Tourism,15,2015,2014-2015
China,Tourism,15,2015,2014-2015
BritishVirginIsland,Tourism,900,2015,2014-2015
Tajikistan,Tourism,15,2015,2014-2015
China,Tourism,35,2015,2014-2015
China,Tourism,10,2015,2014-2015
China,Tourism,20,2015,2014-2015
S. Korea,Tourism,10,2015,2014-2015
China,Tourism,9,2015,2014-2015
Bangladesh,Tourism,5,2015,2014-2015
Spain,Tourism,10,2015,2014-2015
China,Tourism,20,2015,2014-2015
S. Korea,Tourism,15,2015,2014-2015
China,Tourism,12.5,2015,2014-2015
China,Tourism,10,2015,2014-2015
Bangladesh,Tourism,20,2015,2014-2015
UK,Tourism,1125,2015,2014-2015
China,Tourism,5,2015,2014-2015
China,Tourism,200,2015,2014-2015
India,Tourism,10,2015,2014-2015
China,Tourism,30,2015,2014-2015
USA,Tourism,78.13,2015,2014-2015
China,Tourism,25,2015,2014-2015
China,Tourism,10,2015,2014-2015
China,Tourism,10,2015,2014-2015
USA,Tourism,10,2015,2014-2015
China,Tourism,98,2015,2014-2015
India,Tourism,10,2015,2014-2015
S. Korea,Tourism,5,2015,2014-2015
S. Korea,Tourism,10,2015,2014-2015
China,Tourism,5,2015,2014-2015
China,Tourism,20,2015,2014-2015
China,Tourism,5,2015,2014-2015
China,Tourism,5,2015,2014-2015
Canada,Tourism,15,2015,2014-2015
Bangladesh,Tourism,20,2015,2014-2015
China,Tourism,7.2,2015,2014-2015
USA,Tourism,10,2015,2014-2015
China,Tourism,10,2015,2014-2015
China,Tourism,10,2015,2014-2015
UK,Tourism,5,2015,2014-2015
Bangladesh,Tourism,20,2015,2014-2015
Swaziland,Tourism,15,2015,2014-2015
China,Tourism,5,2015,2014-2015
Australia,Tourism,5,2015,2014-2015
S. Korea,Tourism,30,2015,2014-2015
China,Tourism,10,2015,2014-2015
Pakistan,Tourism,5,2015,2014-2015
USA,Tourism,5,2015,2014-2015
China,Tourism,10,2015,2014-2015
Australia,Tourism,5,2015,2014-2015
USA,Tourism,20,2015,2014-2015
France,Tourism,5,2015,2014-2015
China,Tourism,5,2015,2014-2015
S. Korea,Tourism,15,2015,2014-2015
China,Tourism,25,2015,2014-2015
China,Tourism,15,2015,2014-2015
China,Tourism,25,2015,2014-2015
Indonesia,Tourism,35,2015,2014-2015
Chile,Tourism,30,2015,2014-2015
China,Tourism,15,2015,2014-2015
China,Tourism,30,2015,2014-2015
Syria,Tourism,5,2015,2014-2015
Bangladesh,Tourism,15,2015,2014-2015
UK,Tourism,10,2015,2014-2015
Germany,Tourism,30,2015,2014-2015
Turkey,Tourism,6,2015,2014-2015
Japan,Tourism,5,2015,2014-2015
China,Tourism,20,2015,2014-2015
Japan,Tourism,5,2015,2014-2015
China,Tourism,25,2015,2014-2015
S. Korea,Tourism,20,2015,2014-2015
China,Tourism,5,2015,2014-2015
China,Tourism,30,2015,2014-2015
China,Tourism,15,2015,2014-2015
China,Tourism,15,2015,2014-2015
Bangladesh,Tourism,5,2015,2014-2015
China,Tourism,10,2015,2014-2015
S. Korea,Tourism,5,2015,2014-2015
China,Tourism,35,2015,2014-2015
China,Tourism,25,2015,2014-2015
China,Tourism,10,2015,2014-2015
USA,Tourism,13.5,2015,2014-2015
S. Korea,Tourism,5,2015,2014-2015
S. Korea,Tourism,10,2015,2014-2015
China,Tourism,30,2015,2014-2015
S. Korea,Agriculture and Forestry,10,2016,2015-2016
USA,Agriculture and Forestry,10,2016,2015-2016
USA,Agriculture and Forestry,10,2016,2015-2016
UK,Agriculture and Forestry,8,2016,2015-2016
S. Korea,Agriculture and Forestry,10,2016,2015-2016
China,Agriculture and Forestry,25,2016,2015-2016
S. Korea,Agriculture and Forestry,5,2016,2015-2016
S. Korea,Agriculture and Forestry,5,2016,2015-2016
S. Korea,Agriculture and Forestry,10,2016,2015-2016
USA,Agriculture and Forestry,10,2016,2015-2016
Japan,Agriculture and Forestry,10,2016,2015-2016
France,Agriculture and Forestry,6.8,2016,2015-2016
USA,Agriculture and Forestry,5,2016,2015-2016
Canada,Agriculture and Forestry,15,2016,2015-2016
Belgium,Agriculture and Forestry,10,2016,2015-2016
India,Agriculture and Forestry,5,2016,2015-2016
S. Korea,Agriculture and Forestry,5,2016,2015-2016
S. Korea,Agriculture and Forestry,18,2016,2015-2016
China,Agriculture and Forestry,100,2016,2015-2016
Syria,Agriculture and Forestry,5,2016,2015-2016
Norway,Agriculture and Forestry,9.5,2016,2015-2016
S. Korea,Agriculture and Forestry,5,2016,2015-2016
USA,Construction,10,2016,2015-2016
Switzerland,Energy,617.13,2016,2015-2016
Switzerland,Energy,1200,2016,2015-2016
China,Energy,10,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
USA,Manufacturing,10,2016,2015-2016
S. Korea,Manufacturing,5,2016,2015-2016
India,Manufacturing,5.8,2016,2015-2016
S. Korea,Manufacturing,10,2016,2015-2016
China,Manufacturing,5.85,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
India,Manufacturing,150,2016,2015-2016
S. Korea,Manufacturing,5,2016,2015-2016
Japan,Manufacturing,10,2016,2015-2016
China,Manufacturing,50,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
China,Manufacturing,25,2016,2015-2016
Pakistan,Manufacturing,3.26,2016,2015-2016
